gene	consensus_z	consensus_p	consensus_fdr	n_primary_endpoints	n_positive_endpoint_z	n_negative_endpoint_z	mean_abs_endpoint_z	direction_in_chk1i_sensitive_state	abs_consensus_z
TAS2R42	1.5192158424730167	0.1287081748587418	0.2760787147926429	3	2	1	0.9550040645589656	higher_in_sensitive	1.5192158424730167
HDAC1	1.519165948580842	0.1287207300817245	0.2760787147926429	3	3	0	0.8770908693568623	higher_in_sensitive	1.519165948580842
MYO16	-1.5190854089887533	0.12874099894995988	0.27609134247557304	3	0	3	0.8770443698016894	lower_in_sensitive	1.5190854089887533
NBPF14	-1.518393257268749	0.12891529046525319	0.2764342395121111	3	1	2	0.9169287817417876	lower_in_sensitive	1.518393257268749
ARHGAP15	1.5182315320659678	0.1289560410830679	0.27649073896724785	3	3	0	0.8765513837304644	higher_in_sensitive	1.5182315320659678
GART	1.5179404859467196	0.12902940247682168	0.27659003705913315	3	2	1	1.8967360197885899	higher_in_sensitive	1.5179404859467196
C1orf35	-1.5179334813993266	0.12903116844992168	0.27659003705913315	3	1	2	1.0492196169247392	lower_in_sensitive	1.5179334813993266
IARS1	1.5175068553491509	0.12913876399791113	0.276789772382706	3	2	1	1.2190536091193405	higher_in_sensitive	1.5175068553491509
TMEM169	-1.5171545829045725	0.129227660008388	0.2769493879036652	3	0	3	0.8759296068422292	lower_in_sensitive	1.5171545829045725
CYB561D1	-1.517096949394644	0.12924220835744796	0.27694965018933876	3	0	3	0.8758963321197578	lower_in_sensitive	1.517096949394644
QDPR	-1.5167762533423708	0.12932318446345192	0.27709224278229355	3	0	3	0.8757111781676498	lower_in_sensitive	1.5167762533423708
FBXL13	1.5167035378964167	0.1293415506725773	0.2770967381142619	3	2	1	1.0881403957976206	higher_in_sensitive	1.5167035378964167
AKAP4	1.5166536602837277	0.12935414975414183	0.2770967381142619	3	2	1	1.1461071880147744	higher_in_sensitive	1.5166536602837277
TIMM23	1.5162390565668569	0.12945891551850483	0.27727057588933607	3	2	1	0.935472472912429	higher_in_sensitive	1.5162390565668569
NPR1	1.5161837103123381	0.12947290588738444	0.27727057588933607	3	3	0	0.8753690732897539	higher_in_sensitive	1.5161837103123381
AOPEP	-1.5161610722513212	0.12947862865131252	0.27727057588933607	3	1	2	0.8983922821980546	lower_in_sensitive	1.5161610722513212
ACSM6	-1.5160480666242957	0.12950719872311542	0.2773008254613395	3	0	3	0.8752907593699488	lower_in_sensitive	1.5160480666242957
H2AC1	-1.515979553275997	0.12952452264481526	0.2773069907143039	3	0	3	0.8752512031698654	lower_in_sensitive	1.515979553275997
PLS3	1.5158869947347657	0.12954792936397466	0.27730988098762827	3	1	2	1.2757643903794504	higher_in_sensitive	1.5158869947347657
PVR	1.515859978145659	0.12955476208865704	0.27730988098762827	3	3	0	0.8751821664361764	higher_in_sensitive	1.515859978145659
MYH4	-1.5152438772230061	0.12971065520654715	0.277582638819233	3	0	3	0.8748264604026348	lower_in_sensitive	1.5152438772230061
LAMP5	1.5152420882868518	0.12971110807622352	0.277582638819233	3	2	1	0.9220181663692094	higher_in_sensitive	1.5152420882868518
ABCC1	1.5150587507310247	0.1297575265384719	0.277651024797769	3	2	1	0.9153953718696403	higher_in_sensitive	1.5150587507310247
TRIM59	1.5148621524251449	0.129807316762251	0.27772660951763006	3	2	1	0.9813295911488713	higher_in_sensitive	1.5148621524251449
ELOVL3	1.514740629517823	0.12983810090783696	0.2777615178547642	3	3	0	0.8745359102045782	higher_in_sensitive	1.514740629517823
SNRNP70	1.5143906411595787	0.12992679151718078	0.2779202834035473	3	3	0	0.8743338443317327	higher_in_sensitive	1.5143906411595787
TUFM	1.5141839000307356	0.12997920391201787	0.2780014212013056	3	3	0	0.8742144822853425	higher_in_sensitive	1.5141839000307356
ST3GAL1	1.513611855559034	0.13012431245125486	0.2782807787054908	3	2	1	1.1991147152452835	higher_in_sensitive	1.513611855559034
NEFL	1.5133237678325677	0.13019743825397326	0.2784061505457539	3	3	0	0.8737178847291917	higher_in_sensitive	1.5133237678325677
FGF21	-1.5132375191655372	0.13021933710335584	0.2784147291653	3	0	3	0.8736680890380644	lower_in_sensitive	1.5132375191655372
CELA1	1.513193737086672	0.13023045462571073	0.2784147291653	3	3	0	0.8736428114430458	higher_in_sensitive	1.513193737086672
MT1A	1.5130453785267426	0.13026813258526954	0.2784642700558963	3	3	0	0.8735571565885341	higher_in_sensitive	1.5130453785267426
OR2G6	1.512535691516952	0.13039763996824497	0.27871007482858684	3	2	1	1.2858826393189073	higher_in_sensitive	1.512535691516952
DAW1	1.5123595761857072	0.13044241267806642	0.27874779275700823	3	3	0	0.8731612084223263	higher_in_sensitive	1.5123595761857072
ANKRD17	-1.5123088399224551	0.13045531325682697	0.27874779275700823	3	0	3	0.8731319158270802	lower_in_sensitive	1.5123088399224551
COL4A5	-1.512274674398273	0.13046400099424152	0.27874779275700823	3	1	2	1.1954142107421237	lower_in_sensitive	1.512274674398273
ARID2	-1.5122378504374885	0.13047336523150724	0.27874779275700823	3	0	3	0.873090930028825	lower_in_sensitive	1.5122378504374885
GCNT7	-1.5118869905943515	0.1305626141326631	0.27890742918870215	3	0	3	0.872888361003942	lower_in_sensitive	1.5118869905943515
ITGA11	1.5113057143906015	0.13071057871500383	0.27915302591930086	3	3	0	0.8725527610312334	higher_in_sensitive	1.5113057143906015
ZNF283	-1.5112752630795934	0.13071833371832128	0.27915302591930086	3	0	3	0.8725351799586257	lower_in_sensitive	1.5112752630795934
SHISA3	-1.5112639869421898	0.1307212054909113	0.27915302591930086	3	0	3	0.8725286696776603	lower_in_sensitive	1.5112639869421898
LRRC24	-1.5108840743266687	0.1308179890909813	0.2793018603945816	3	1	2	1.3573860303975573	lower_in_sensitive	1.5108840743266687
PHYKPL	1.510876189457058	0.13081999836795905	0.2793018603945816	3	2	1	1.1919763320567571	higher_in_sensitive	1.510876189457058
ZC3H14	1.5107809047134955	0.13084428137744794	0.2793072363168109	3	3	0	0.872249762022883	higher_in_sensitive	1.5107809047134955
ACOX2	-1.5107187789523573	0.13086011580995288	0.2793072363168109	3	0	3	0.8722138936979662	lower_in_sensitive	1.5107187789523573
HLA-DMA	-1.5106950559327565	0.13086616265599094	0.2793072363168109	3	0	3	0.8722001972062138	lower_in_sensitive	1.5106950559327565
COPG1	-1.5105789770691358	0.1308957535408268	0.2793393370916844	3	1	2	1.507710609932339	lower_in_sensitive	1.5105789770691358
C2CD4B	-1.510268260675161	0.13097498706370542	0.2794773593029918	3	1	2	0.8818206330362143	lower_in_sensitive	1.510268260675161
PCDH17	-1.5101758889569876	0.13099854927333224	0.2794965713435688	3	1	2	1.709761101571895	lower_in_sensitive	1.5101758889569876
CHCHD1	-1.5099550794808934	0.13105488675131557	0.27958570017243656	3	0	3	0.8717729716025365	lower_in_sensitive	1.5099550794808934
TM9SF1	-1.5094858116551761	0.13117467845233224	0.27981016410309717	3	0	3	0.8715020396970367	lower_in_sensitive	1.5094858116551761
BAIAP2L1	-1.5093087163836152	0.13121990826509822	0.2798755470362577	3	0	3	0.8713997936943287	lower_in_sensitive	1.5093087163836152
PDIA5	1.5089146401797502	0.1313205980071662	0.28005919135098606	3	3	0	0.871172273691946	higher_in_sensitive	1.5089146401797502
SNX10	-1.5087599735326827	0.13136013298426208	0.2800725131943934	3	0	3	0.871082976861627	lower_in_sensitive	1.5087599735326827
ANPEP	1.5086974700015032	0.13137611238635447	0.2800725131943934	3	2	1	1.4403109932108027	higher_in_sensitive	1.5086974700015032
LRRC37A2	1.5086725086940436	0.13138249431516563	0.2800725131943934	3	3	0	0.8710324790134941	higher_in_sensitive	1.5086725086940436
SRP19	1.508661929585897	0.13138519917849292	0.2800725131943934	3	3	0	0.8710263711625578	higher_in_sensitive	1.508661929585897
MTRES1	-1.5083216631765195	0.13147222142312645	0.2802269020629712	3	0	3	0.8708299182595075	lower_in_sensitive	1.5083216631765195
ELFN2	1.5074646715750997	0.13169159276147607	0.2806482741843506	3	2	1	0.9719099090314968	higher_in_sensitive	1.5074646715750997
SMIM21	-1.5074351641888855	0.13169915106400742	0.2806482741843506	3	1	2	1.3313584821917677	lower_in_sensitive	1.5074351641888855
CD160	-1.5073132373747733	0.13173038612263588	0.2806836795540914	3	0	3	0.8702477033514117	lower_in_sensitive	1.5073132373747733
KRTAP20-4	1.5070234856144322	0.13180463739950596	0.28080278933501074	3	3	0	0.8700804150945806	higher_in_sensitive	1.5070234856144322
HOXD4	-1.5069809507855656	0.1318155400295404	0.28080278933501074	3	0	3	0.8700558575996844	lower_in_sensitive	1.5069809507855656
URGCP	-1.5066527440954538	0.13189969026425663	0.28095087692146886	3	0	3	0.8698663673787985	lower_in_sensitive	1.5066527440954538
RAMP3	-1.5061935012179282	0.1320175072628571	0.2811706350601654	3	0	3	0.8696012233798357	lower_in_sensitive	1.5061935012179282
SPDYE11	-1.5061287021201768	0.13203413778507986	0.2811748615860192	3	1	2	1.087910569806357	lower_in_sensitive	1.5061287021201768
KAT14	-1.5060572263124763	0.132052483750419	0.2811827399113292	3	0	3	0.8695225450264893	lower_in_sensitive	1.5060572263124763
TRMT44	-1.5059363552952159	0.13208351266459595	0.2811828226122159	3	0	3	0.8694527601121367	lower_in_sensitive	1.5059363552952159
LRRC57	-1.50590067371073	0.1320926735980249	0.2811828226122159	3	0	3	0.8694321593397287	lower_in_sensitive	1.50590067371073
SLC12A7	-1.5058859186175377	0.13209646198247604	0.2811828226122159	3	0	3	0.8694236404827023	lower_in_sensitive	1.5058859186175377
BACE2	1.5058221044000653	0.132112847313839	0.28118652358437707	3	2	1	0.8979812263874226	higher_in_sensitive	1.5058221044000653
FAH	1.505603910889173	0.1321688839196772	0.2812746074149166	3	3	0	0.8692608232448173	higher_in_sensitive	1.505603910889173
PER1	1.5054514169576871	0.1322080584452176	0.2813267907372298	3	3	0	0.8691727808324242	higher_in_sensitive	1.5054514169576871
SCGB1C2	1.505286674962032	0.13225038951192142	0.2813856785824967	3	3	0	0.8690776669968857	higher_in_sensitive	1.505286674962032
FABP1	-1.505195341436575	0.13227386252361634	0.2814044340346173	3	1	2	1.0430615615217986	lower_in_sensitive	1.505195341436575
LARS2	1.5051172305334843	0.13229393983872972	0.2814159619971117	3	3	0	0.8689798382104512	higher_in_sensitive	1.5051172305334843
SLC38A2	1.5050188806061235	0.13231922266920904	0.2814385593622286	3	3	0	0.8689230558534146	higher_in_sensitive	1.5050188806061235
OR4P4	1.5044128821480336	0.13247508937103847	0.2817388684773675	3	3	0	0.868573182480508	higher_in_sensitive	1.5044128821480336
OR5P2	-1.504208685487606	0.1325276420845934	0.2818017262470239	3	0	3	0.8684552894836424	lower_in_sensitive	1.504208685487606
SV2C	-1.5041639368061088	0.13253916090665774	0.2818017262470239	3	0	3	0.8684294538203341	lower_in_sensitive	1.5041639368061088
PLEKHM3	-1.5041269530636356	0.13254868152987945	0.2818017262470239	3	0	3	0.8684081012466617	lower_in_sensitive	1.5041269530636356
NLRP1	1.5038062236480543	0.13263126823634158	0.28192809000966	3	3	0	0.8682229280322386	higher_in_sensitive	1.5038062236480543
SPDYE12	1.5037820722614506	0.13263748874712206	0.28192809000966	3	3	0	0.8682089842226817	higher_in_sensitive	1.5037820722614506
AK3	-1.5036476578446878	0.13267211309534793	0.281941380843368	3	1	2	1.1419614654301549	lower_in_sensitive	1.5036476578446878
RAB31	1.5036437742830653	0.1326731135815703	0.281941380843368	3	1	2	1.2579928149803299	higher_in_sensitive	1.5036437742830653
FBN3	-1.5033564536784731	0.13274714955013298	0.2820674905438243	3	1	2	0.9470341218609547	lower_in_sensitive	1.5033564536784731
MEX3C	1.503162685301698	0.13279709730189443	0.2821423942011697	3	3	0	0.867851380994736	higher_in_sensitive	1.503162685301698
POLR1B	1.50303959806737	0.1328288331041811	0.2821700983251145	3	2	1	1.0672410894186792	higher_in_sensitive	1.50303959806737
NUP153	1.5029742398552333	0.13284568691587406	0.2821700983251145	3	2	1	1.109189460133791	higher_in_sensitive	1.5029742398552333
RPL41	1.5029411104013186	0.13285423058447288	0.2821700983251145	3	3	0	0.8677234546663564	higher_in_sensitive	1.5029411104013186
ZRANB3	1.5025104502698041	0.132965331117315	0.2823748259723688	3	2	1	1.257502758642677	higher_in_sensitive	1.5025104502698041
TMEM123	-1.5024302291380325	0.13298603429201036	0.28237631716978334	3	1	2	1.1826783734912876	lower_in_sensitive	1.5024302291380325
RBFOX3	1.502393745967827	0.1329954505599115	0.28237631716978334	3	3	0	0.8674074336633351	higher_in_sensitive	1.502393745967827
PITPNM2	1.5022460102288555	0.1330335862759067	0.282409141762813	3	3	0	0.867322138394671	higher_in_sensitive	1.5022460102288555
IL17B	-1.5022198842185706	0.13304033118569022	0.282409141762813	3	0	3	0.8673070545356002	lower_in_sensitive	1.5022198842185706
KCNK15	-1.5019467940104323	0.1331108502892635	0.28252759578256287	3	1	2	1.0424156892875043	lower_in_sensitive	1.5019467940104323
VASN	-1.5018352821045287	0.13313965392636778	0.28255749238098704	3	1	2	1.306153447291628	lower_in_sensitive	1.5018352821045287
ADRM1	-1.5016980149670547	0.1331751167898841	0.2825995152578791	3	0	3	0.8670057531827556	lower_in_sensitive	1.5016980149670547
RCAN2	-1.5016446892988105	0.13318889540854723	0.2825995152578791	3	1	2	1.2297192372899113	lower_in_sensitive	1.5016446892988105
GARIN2	1.5013572470093746	0.13326318554431363	0.2827107553845405	3	3	0	0.8668090107106577	higher_in_sensitive	1.5013572470093746
ANGPTL6	-1.501327889430281	0.13327077488436773	0.2827107553845405	3	0	3	0.8667920611044654	lower_in_sensitive	1.501327889430281
PIGF	1.5012325666982207	0.13329541943484427	0.2827317934272611	3	3	0	0.8667370264994504	higher_in_sensitive	1.5012325666982207
GUCA1B	1.5011373979161853	0.13332002770177304	0.2827527498694917	3	2	1	1.1912538007016051	higher_in_sensitive	1.5011373979161853
FAM180B	1.5010388258681313	0.13334551967484587	0.2827755756895715	3	3	0	0.8666251701790454	higher_in_sensitive	1.5010388258681313
DEFB1	-1.5008587398949798	0.13339210191659293	0.2828293082466569	3	0	3	0.8665211974939689	lower_in_sensitive	1.5008587398949798
OR8J3	1.5007315657478568	0.13342500521759645	0.2828293082466569	3	3	0	0.8664477734658936	higher_in_sensitive	1.5007315657478568
EPPIN	-1.5007192142264463	0.13342820121605597	0.2828293082466569	3	0	3	0.8664406423116824	lower_in_sensitive	1.5007192142264463
UGT2B11	-1.5007130869740017	0.13342978668559077	0.2828293082466569	3	1	2	0.8850902742714707	lower_in_sensitive	1.5007130869740017
FBXO9	-1.5005546692928702	0.13347078343279267	0.2828849746459211	3	1	2	0.8676415147411342	lower_in_sensitive	1.5005546692928702
NADK2	-1.500442474188735	0.13349982418299666	0.282889534402429	3	0	3	0.8662808663764142	lower_in_sensitive	1.500442474188735
UCHL3	1.500432502344787	0.13350240554672396	0.282889534402429	3	3	0	0.8662751091296266	higher_in_sensitive	1.500432502344787
ZNRF4	-1.4999308736759982	0.13363230961663758	0.283133548175721	3	0	3	0.865985493682668	lower_in_sensitive	1.4999308736759982
SLC34A3	-1.4998286217086654	0.13365880125247218	0.2831584271071464	3	0	3	0.8659264584818033	lower_in_sensitive	1.4998286217086654
SPDYE13	1.4997120476615846	0.13368900843680848	0.2831911711320588	3	3	0	0.8658591544243407	higher_in_sensitive	1.4997120476615846
SEC31A	-1.4995876758232627	0.13372124204267857	0.2832281999928667	3	1	2	0.9950384590164956	lower_in_sensitive	1.4995876758232627
ANKRD54	1.4995294030720885	0.13373634673333684	0.28322894479719807	3	3	0	0.8657537045214291	higher_in_sensitive	1.4995294030720885
ZFP64	1.4994042778760106	0.13376878448924034	0.2832663936272266	3	3	0	0.8656814634557911	higher_in_sensitive	1.4994042778760106
TMEM151A	-1.4992056832005254	0.13382028114547495	0.2833274623053822	3	1	2	1.0222420470319928	lower_in_sensitive	1.4992056832005254
JAZF1	-1.499173543417742	0.13382861660378517	0.2833274623053822	3	1	2	0.9708612191099086	lower_in_sensitive	1.499173543417742
ZBTB25	1.4991223367658593	0.13384189788767117	0.2833274623053822	3	3	0	0.8655186846799495	higher_in_sensitive	1.4991223367658593
LRRC19	-1.498818869442349	0.13392062803565438	0.28343204930880955	3	1	2	1.2889291800751528	lower_in_sensitive	1.498818869442349
RDH12	-1.4988180861369247	0.13392083129910465	0.28343204930880955	3	0	3	0.8653430254974331	lower_in_sensitive	1.4988180861369247
SLC6A19	-1.4984592009381679	0.13401398513899143	0.2835979372462916	3	1	2	1.1093065098659594	lower_in_sensitive	1.4984592009381679
DPH7	-1.4982535808504678	0.13406737938268268	0.28367887087600047	3	0	3	0.8650171082183382	lower_in_sensitive	1.4982535808504678
OR4N5	-1.4981742251272425	0.1340879904209157	0.28367887087600047	3	1	2	0.888871536660439	lower_in_sensitive	1.4981742251272425
PRDM6	-1.4981412348221381	0.13409655970412043	0.28367887087600047	3	0	3	0.8649522452086398	lower_in_sensitive	1.4981412348221381
DMRTA2	-1.4979481824573115	0.13414671384832588	0.28375370344426626	3	1	2	0.9931728842979001	lower_in_sensitive	1.4979481824573115
HEATR6	-1.4978115922337811	0.1341822081420852	0.28379751370626327	3	1	2	1.2972696471645928	lower_in_sensitive	1.4978115922337811
YARS2	1.4974735113039361	0.13427009298471929	0.28395210895799083	3	2	1	1.5068313845521748	higher_in_sensitive	1.4974735113039361
C14orf119	1.4972394532775346	0.13433096292694433	0.28398077496022506	3	3	0	0.8644316013911126	higher_in_sensitive	1.4972394532775346
CSTF1	-1.4972137611466585	0.1343376458110328	0.28398077496022506	3	0	3	0.8644167680324353	lower_in_sensitive	1.4972137611466585
MSC	1.4971854905969608	0.13434499967513752	0.28398077496022506	3	3	0	0.8644004460229572	higher_in_sensitive	1.4971854905969608
NUP155	1.4971257582091244	0.1343605385594658	0.28398077496022506	3	2	1	1.287288059094038	higher_in_sensitive	1.4971257582091244
ACCS	-1.4969914165837193	0.13439549149439345	0.28398077496022506	3	0	3	0.8642883973391694	lower_in_sensitive	1.4969914165837193
QNG1	1.4969803256824674	0.13439837743350802	0.28398077496022506	3	3	0	0.8642819940043461	higher_in_sensitive	1.4969803256824674
RASL11B	-1.4969737014981526	0.13440010112085027	0.28398077496022506	3	0	3	0.8642781695297489	lower_in_sensitive	1.4969737014981526
LOXL1	1.4969565046269246	0.13440457602015346	0.28398077496022506	3	2	1	0.9918540724431009	higher_in_sensitive	1.4969565046269246
TDRD3	-1.4968812424264377	0.13442416179665093	0.28398077496022506	3	0	3	0.8642247882598052	lower_in_sensitive	1.4968812424264377
MTCL2	-1.4968230370378617	0.13443931032549272	0.28398077496022506	3	0	3	0.8641911833630426	lower_in_sensitive	1.4968230370378617
ETDC	1.4967959428389634	0.13444636230927626	0.28398077496022506	3	3	0	0.8641755405200152	higher_in_sensitive	1.4967959428389634
KAT6B	-1.496364635002819	0.13455866012919276	0.2841867059582225	3	1	2	1.1429479318016904	lower_in_sensitive	1.496364635002819
CDC42EP2	1.4962895995816885	0.13457820419127445	0.28419671807986874	3	2	1	1.1233310036976172	higher_in_sensitive	1.4962895995816885
COL22A1	-1.4961354800308218	0.13461835374286674	0.2842502370386665	3	0	3	0.863794222139945	lower_in_sensitive	1.4961354800308218
CYP39A1	1.4959328212468044	0.13467116230068268	0.2843304711149792	3	2	1	1.1099665279576019	higher_in_sensitive	1.4959328212468044
ALKBH7	-1.4958620914183978	0.1346895967550333	0.2843380357578998	3	1	2	1.5527196820068705	lower_in_sensitive	1.4958620914183978
CCNH	1.4958054264193907	0.13470436687249185	0.2843380357578998	3	3	0	0.8636036655985381	higher_in_sensitive	1.4958054264193907
GRPR	-1.4956553957217664	0.13474347944024284	0.28438932698920205	3	0	3	0.863517045334878	lower_in_sensitive	1.4956553957217664
SELPLG	1.4953966902575353	0.13481094382254583	0.2845004396510097	3	3	0	0.8633676816654634	higher_in_sensitive	1.4953966902575353
HJV	-1.4951554223239565	0.13487388442614281	0.2845928639338773	3	0	3	0.8632283855590649	lower_in_sensitive	1.4951554223239565
FCGR2A	-1.4951151702015943	0.13488438738068284	0.2845928639338773	3	0	3	0.8632051459853836	lower_in_sensitive	1.4951151702015943
SLC31A1	-1.4945242683084559	0.13503864370632143	0.28488701998614935	3	0	3	0.8628639886183155	lower_in_sensitive	1.4945242683084559
MLANA	-1.4943850268400463	0.13507501285713922	0.2849324356478803	3	1	2	1.2662884714324967	lower_in_sensitive	1.4943850268400463
ANKRD39	-1.494111875795463	0.13514638048342084	0.28505166035164947	3	0	3	0.8626258936899273	lower_in_sensitive	1.494111875795463
C1S	1.4939006842943887	0.13520157957946483	0.28513675983374337	3	2	1	0.9941056206989024	higher_in_sensitive	1.4939006842943887
RPL36AL	1.493806225731442	0.13522627383942346	0.28515751374881937	3	3	0	0.8624494265431868	higher_in_sensitive	1.493806225731442
LYSET	-1.4934587356253293	0.1353171480140102	0.28531780423645997	3	1	2	1.0011103739095526	lower_in_sensitive	1.4934587356253293
OR10C1	1.4933623275122683	0.13534236862353086	0.2853251595161374	3	2	1	1.066424821397346	higher_in_sensitive	1.4933623275122683
STIMATE	1.4932927205728437	0.135360580234706	0.2853251595161374	3	3	0	0.8621529542016398	higher_in_sensitive	1.4932927205728437
ZNF830	-1.4932749761879578	0.1353652230895395	0.2853251595161374	3	0	3	0.8621427094762494	lower_in_sensitive	1.4932749761879578
SLC35F4	-1.4931055652121767	0.13540955601453059	0.28538727153002064	3	1	2	1.1544317818532435	lower_in_sensitive	1.4931055652121767
ZNF230	-1.492803733308004	0.13548856978234056	0.28552245473999716	3	0	3	0.8618706372726543	lower_in_sensitive	1.492803733308004
DDR2	1.4927350233421801	0.1355065617009476	0.28552902771757127	3	3	0	0.8618309675553899	higher_in_sensitive	1.4927350233421801
HDDC2	1.4925847121517004	0.13554592758902267	0.2855806318979431	3	2	1	1.761904796125353	higher_in_sensitive	1.4925847121517004
GYG1	1.4924557276057298	0.13557971515767006	0.28561847194078616	3	3	0	0.8616697160867668	higher_in_sensitive	1.4924557276057298
ABCA1	1.49240256609015	0.13559364273717706	0.28561847194078616	3	2	1	0.8738401860073667	higher_in_sensitive	1.49240256609015
HEBP1	1.4922665763010095	0.13562927520412546	0.28566218599767423	3	3	0	0.861560509530069	higher_in_sensitive	1.4922665763010095
PGRMC2	-1.4921195842916128	0.1356677986400525	0.285711978750738	3	0	3	0.8614756436538751	lower_in_sensitive	1.4921195842916128
SUMO1	1.491969308135216	0.13570719151566243	0.28576359139165153	3	3	0	0.8613888816745267	higher_in_sensitive	1.491969308135216
TRIM9	-1.4919023528849682	0.13572474577953136	0.2857692113923495	3	1	2	1.151480568511193	lower_in_sensitive	1.4919023528849682
MFAP4	1.4916112729854925	0.13580108121514836	0.2858985806742426	3	3	0	0.8611821699844544	higher_in_sensitive	1.4916112729854925
NMBR	-1.491320270515625	0.1358774294820621	0.2860279485961215	3	0	3	0.8610141596301415	lower_in_sensitive	1.491320270515625
TNFAIP8L3	-1.4910356409599272	0.13595213779228152	0.2861538363486702	3	0	3	0.8608498286795401	lower_in_sensitive	1.4910356409599272
C11orf58	-1.490876891756857	0.1359938193584297	0.286195421323907	3	0	3	0.8607581747844139	lower_in_sensitive	1.490876891756857
ANKRD16	-1.490846843507677	0.13600171000823022	0.286195421323907	3	0	3	0.8607408264196611	lower_in_sensitive	1.490846843507677
OR52W1	-1.4906944380106264	0.13604173703156383	0.2862482757049498	3	1	2	1.1300952228130716	lower_in_sensitive	1.4906944380106264
ARHGAP6	-1.4905968691327183	0.13606736681227158	0.286270828280766	3	0	3	0.8605965036469883	lower_in_sensitive	1.4905968691327183
LILRB2	-1.4903467530228482	0.13613308533339663	0.2863777089886641	3	0	3	0.8604520990436261	lower_in_sensitive	1.4903467530228482
H4C16	-1.489661222675258	0.136313335463526	0.2867254754277169	3	1	2	1.7160943698313451	lower_in_sensitive	1.489661222675258
SF3B5	1.4895226452672068	0.13634979473019876	0.28677074487624404	3	3	0	0.8599763002090652	higher_in_sensitive	1.4895226452672068
MAGI1	-1.4891927433663894	0.1364366211388118	0.2868903373069813	3	0	3	0.8597858312578222	lower_in_sensitive	1.4891927433663894
TPGS2	-1.489142777858138	0.1364497752095198	0.2868903373069813	3	1	2	0.9781865294312287	lower_in_sensitive	1.489142777858138
AKR1E2	1.4891362714688585	0.13645148817324965	0.2868903373069813	3	3	0	0.8597532271925811	higher_in_sensitive	1.4891362714688585
OR5D18	1.4889241301945964	0.1365073485676443	0.2869763554316289	3	3	0	0.8596307473707796	higher_in_sensitive	1.4889241301945964
FGD5	-1.4888255516760946	0.13653331196818058	0.28698044071181444	3	1	2	0.8629477853357512	lower_in_sensitive	1.4888255516760946
F13B	-1.4887521752101847	0.13655264017967256	0.28698044071181444	3	0	3	0.8595314691142409	lower_in_sensitive	1.4887521752101847
SMARCA5	1.4887462059551133	0.13655421264350948	0.28698044071181444	3	3	0	0.8595280227632186	higher_in_sensitive	1.4887462059551133
FBXL7	-1.488687802187187	0.13656959851873607	0.28698044071181444	3	0	3	0.8594943033320847	lower_in_sensitive	1.488687802187187
RUBCNL	1.488633010263151	0.13658403410687825	0.28698044071181444	3	3	0	0.8594626691999933	higher_in_sensitive	1.488633010263151
POLDIP3	1.488338530176499	0.13666163858171892	0.2871120745777894	3	3	0	0.8592926510426936	higher_in_sensitive	1.488338530176499
STX12	-1.488030087227541	0.13674295917461515	0.2872483735463507	3	0	3	0.859114571423083	lower_in_sensitive	1.488030087227541
TBX3	-1.4879431010723811	0.13676589971265052	0.2872483735463507	3	1	2	1.7502405605224587	lower_in_sensitive	1.4879431010723811
SLC35G3	-1.4879222377389671	0.13677140236416252	0.2872483735463507	3	0	3	0.859052304491823	lower_in_sensitive	1.4879222377389671
CSNK1A1L	1.4877918410899826	0.1368057980214422	0.2872891829376118	3	2	1	0.9834801166609707	higher_in_sensitive	1.4877918410899826
IQCM	1.4877056211983768	0.13682854452437532	0.2873055231082749	3	3	0	0.8589272408738022	higher_in_sensitive	1.4877056211983768
CRYGD	-1.487608299705135	0.13685422335376493	0.2873104515442705	3	0	3	0.8588710522834812	lower_in_sensitive	1.487608299705135
GIP	1.4875312240288336	0.13687456284745061	0.2873104515442705	3	3	0	0.8588265526210206	higher_in_sensitive	1.4875312240288336
USP5	-1.4875265793167047	0.13687578861464203	0.2873104515442705	3	0	3	0.8588238709952226	lower_in_sensitive	1.4875265793167047
UQCRH	1.4865206605069907	0.13714145616506784	0.2878366322791049	3	3	0	0.8582431034996514	higher_in_sensitive	1.4865206605069907
SCAMP5	-1.485896736326265	0.13730643700987397	0.2881513967769524	3	0	3	0.8578828807059554	lower_in_sensitive	1.485896736326265
CHD7	-1.485375730420742	0.13744432097909226	0.2883853712594262	3	0	3	0.8575820778061524	lower_in_sensitive	1.485375730420742
CEACAM21	-1.4853619440400743	0.1374479709877982	0.2883853712594262	3	0	3	0.8575741182355627	lower_in_sensitive	1.4853619440400743
OR8H2	1.4851262922378954	0.13751037246236317	0.288473386371655	3	3	0	0.8574380646041396	higher_in_sensitive	1.4851262922378954
KIR3DL1	1.4850900461444523	0.1375199725009577	0.288473386371655	3	3	0	0.8574171379123333	higher_in_sensitive	1.4850900461444523
FAHD2B	-1.4849201769601548	0.13756497046273175	0.2885362507312929	3	0	3	0.857319063893052	lower_in_sensitive	1.4849201769601548
FAM90A22	1.4845402253086861	0.13766565988791835	0.2886975640803993	3	2	1	0.9528044687724643	higher_in_sensitive	1.4845402253086861
KLHL28	-1.4844913199370782	0.1376786242257892	0.2886975640803993	3	0	3	0.8570714631753349	lower_in_sensitive	1.4844913199370782
DEFA6	-1.4843846609270368	0.13770690175583322	0.2886975640803993	3	0	3	0.857009883567176	lower_in_sensitive	1.4843846609270368
SF3B3	1.484336045682827	0.1377197921573614	0.2886975640803993	3	2	1	1.2554368216520755	higher_in_sensitive	1.484336045682827
